answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
C,22a4de260e1e41474251680f44d0e3ce,"[{'label': 'A', 'text': 'stuttering'}, {'label': 'B', 'text': 'striking out'}, {'label': 'C', 'text': 'stumbling'}, {'label': 'D', 'text': 'speechless'}, {'label': 'E', 'text': 'muttering'}]","In his head he was giving an eloquent pick up line, but in reality he was doing what over his words?",stuttering,striking out,stumbling,speechless,muttering,2
E,edd51b899b7aff383472209e2420f7c4,"[{'label': 'A', 'text': 'prudent'}, {'label': 'B', 'text': 'immaturity'}, {'label': 'C', 'text': 'circumspect'}, {'label': 'D', 'text': 'discreet'}, {'label': 'E', 'text': 'reasonable'}]",What would a person be showing about their character by avoiding imprudent decsions?,prudent,immaturity,circumspect,discreet,reasonable,4
D,9bf797cb7fef35dc4eff06727f539748,"[{'label': 'A', 'text': 'dessert'}, {'label': 'B', 'text': 'swimming pool'}, {'label': 'C', 'text': 'undergrowth'}, {'label': 'D', 'text': 'tree trunk'}, {'label': 'E', 'text': 'front porch'}]",If it isn't on the ground where is a lizard likely to be found?,dessert,swimming pool,undergrowth,tree trunk,front porch,3
D,1371bf8b84f6ef169e59dcc49ac4f994,"[{'label': 'A', 'text': 'solution to problem'}, {'label': 'B', 'text': 'open doors'}, {'label': 'C', 'text': 'pocket'}, {'label': 'D', 'text': 'turn lock'}, {'label': 'E', 'text': 'pocket'}]","He was ready to bike home, he got out his key and began to what?",solution to problem,open doors,pocket,turn lock,pocket,3
C,badb606c1c9b4582f85d6da3337b06eb,"[{'label': 'A', 'text': 'stream'}, {'label': 'B', 'text': 'pond'}, {'label': 'C', 'text': 'boat'}, {'label': 'D', 'text': 'end of line'}, {'label': 'E', 'text': 'market'}]",What might a fish avoid for safety?,stream,pond,boat,end of line,market,2
C,e96614b7b76cd023846c11ec89c8f7bd,"[{'label': 'A', 'text': 'company'}, {'label': 'B', 'text': 'pack'}, {'label': 'C', 'text': 'battle'}, {'label': 'D', 'text': 'fight'}, {'label': 'E', 'text': 'army'}]","Jo is the leader of a military force,  he issues commands to his people in order to win what?",company,pack,battle,fight,army,2
D,496530864295f65f9044a61fbcb80955,"[{'label': 'A', 'text': 'court house'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'chapel'}, {'label': 'D', 'text': 'office building'}, {'label': 'E', 'text': 'town'}]",Where might you need to visit a registry office before entering?,court house,city,chapel,office building,town,3
C,d5d4022dd1196d5986d8fc41eccc3433,"[{'label': 'A', 'text': 'pleasure'}, {'label': 'B', 'text': 'feeling of guilt'}, {'label': 'C', 'text': 'bloody mess'}, {'label': 'D', 'text': 'being imprisoned'}, {'label': 'E', 'text': 'cake'}]",What might a person see at the scene of a brutal killing?,pleasure,feeling of guilt,bloody mess,being imprisoned,cake,2
D,bfe592819c6a218213eadfef4a3a2d46,"[{'label': 'A', 'text': 'play with toys'}, {'label': 'B', 'text': 'frisbee'}, {'label': 'C', 'text': 'throw things'}, {'label': 'D', 'text': 'play ball'}, {'label': 'E', 'text': 'play sports'}]",What is a simple game to play with children using a round toy?,play with toys,frisbee,throw things,play ball,play sports,3
C,93e65088187a50c158ec42e6ebce4ade,"[{'label': 'A', 'text': 'happiness'}, {'label': 'B', 'text': 'communication'}, {'label': 'C', 'text': 'answers'}, {'label': 'D', 'text': 'money'}, {'label': 'E', 'text': 'love'}]",Sam  spent time chatting with friends about important things because he wanted to get what?,happiness,communication,answers,money,love,2
A,4ed8bf18e85f8a0766e4fd0c869d0d6a,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'cafeteria'}, {'label': 'C', 'text': 'classroom'}, {'label': 'D', 'text': 'gas station'}, {'label': 'E', 'text': 'truck stop'}]",Where would you get  a map that shows locations that can only be walked to?,amusement park,cafeteria,classroom,gas station,truck stop,0
C,9e2ee7055f67bf6424c735bccc617d96,"[{'label': 'A', 'text': 'long or short'}, {'label': 'B', 'text': 'curled'}, {'label': 'C', 'text': 'very thin'}, {'label': 'D', 'text': 'coloured'}, {'label': 'E', 'text': 'lightweight'}]",When people get older what happens to their hair?,long or short,curled,very thin,coloured,lightweight,2
D,cabb865ff429e2a701f9622a7f3d12aa_1,"[{'label': 'A', 'text': 'lude behavior'}, {'label': 'B', 'text': 'intimacy'}, {'label': 'C', 'text': 'happiness'}, {'label': 'D', 'text': 'drinking'}, {'label': 'E', 'text': 'enjoyment'}]","The teenagers were celebrating irresponsibly, what were they doing?",lude behavior,intimacy,happiness,drinking,enjoyment,3
D,9962a9930cdc6d25b0eccae908b24324,"[{'label': 'A', 'text': 'pocket'}, {'label': 'B', 'text': 'ball stopped'}, {'label': 'C', 'text': 'stationery store'}, {'label': 'D', 'text': 'purse'}, {'label': 'E', 'text': 'classroom'}]",Where would you put a writing instrument if you are a woman and want to bring it with you?,pocket,ball stopped,stationery store,purse,classroom,3
A,d85a854871f8b0cfad9e2cfd9c96daba,"[{'label': 'A', 'text': 'may laugh'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'pleasure'}, {'label': 'D', 'text': 'stress relief'}, {'label': 'E', 'text': 'accident'}]",Bob was having fun with bill.  How might Bob express his feelings?,may laugh,happiness,pleasure,stress relief,accident,0
E,e5dcb0e9ce9d020ff021e6892885292a,"[{'label': 'A', 'text': 'serving dish'}, {'label': 'B', 'text': 'bowl of soup'}, {'label': 'C', 'text': 'washing machine'}, {'label': 'D', 'text': 'dinner'}, {'label': 'E', 'text': 'dishwasher'}]",What would you put a spoon into after you finish eating?,serving dish,bowl of soup,washing machine,dinner,dishwasher,4
E,865655c48dd25dc06376111727b16c2e,"[{'label': 'A', 'text': 'celebrated'}, {'label': 'B', 'text': 'disappointed'}, {'label': 'C', 'text': 'simplicity'}, {'label': 'D', 'text': 'headache'}, {'label': 'E', 'text': 'fulfilled'}]",The person worked hard and achieved his goals and got to feel what?,celebrated,disappointed,simplicity,headache,fulfilled,4
E,25e7a5df6e1f4176bd3f12cda1047ac7,"[{'label': 'A', 'text': 'legislate'}, {'label': 'B', 'text': 'make false promises'}, {'label': 'C', 'text': 'lower standards'}, {'label': 'D', 'text': 'talk nonsense'}, {'label': 'E', 'text': 'run for president'}]",How do politicians compete for the big event?,legislate,make false promises,lower standards,talk nonsense,run for president,4
E,a5f8b8661e1e250f928d96d26ab129d5,"[{'label': 'A', 'text': 'worship idols'}, {'label': 'B', 'text': 'hope for peace'}, {'label': 'C', 'text': 'start fighting'}, {'label': 'D', 'text': 'believe in god'}, {'label': 'E', 'text': 'form opinions'}]","If people are told something controversial, what do they do next?",worship idols,hope for peace,start fighting,believe in god,form opinions,4
E,1281a03b4322883a51c1b881b253ac1a,"[{'label': 'A', 'text': 'be a snob'}, {'label': 'B', 'text': 'perfect world'}, {'label': 'C', 'text': 'headache'}, {'label': 'D', 'text': 'eat well'}, {'label': 'E', 'text': 'live comfortably'}]",A person who is well off has the simplest of luxuries that they can just do what?,be a snob,perfect world,headache,eat well,live comfortably,4
D,a8b2f2dbba6d6445cf34456815a21fd0,"[{'label': 'A', 'text': 'enjoyment'}, {'label': 'B', 'text': 'falling down'}, {'label': 'C', 'text': 'anger'}, {'label': 'D', 'text': 'pleasure'}, {'label': 'E', 'text': 'get somewhere'}]","The beach had a pathway for riding bike, peacefully cruising along brought many what?",enjoyment,falling down,anger,pleasure,get somewhere,3
B,e4316a8b6ad26ba2a4fd101329e068c3,"[{'label': 'A', 'text': 'sad'}, {'label': 'B', 'text': 'brown'}, {'label': 'C', 'text': 'blue'}, {'label': 'D', 'text': 'tear up'}, {'label': 'E', 'text': 'green'}]","She enjoyed the song, it was a famous one about a girl with eyes that where what?",sad,brown,blue,tear up,green,1
B,db2c7d0528e1f38faa8e27579ed5a7c2,"[{'label': 'A', 'text': 'like music'}, {'label': 'B', 'text': 'make music'}, {'label': 'C', 'text': 'tune'}, {'label': 'D', 'text': 'inspiring'}, {'label': 'E', 'text': 'be musician'}]","She began to play violin at a young age, she had a passion to do what?",like music,make music,tune,inspiring,be musician,1
E,427cb548af90b2770eca2d75dd6d5faf,"[{'label': 'A', 'text': 'entertainment'}, {'label': 'B', 'text': 'enlightenment'}, {'label': 'C', 'text': 'drowsiness'}, {'label': 'D', 'text': 'cramps'}, {'label': 'E', 'text': 'nightmares'}]",James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?,entertainment,enlightenment,drowsiness,cramps,nightmares,4
C,7d685513f555a58c4e710da8605de22c,"[{'label': 'A', 'text': 'tea'}, {'label': 'B', 'text': 'candy bar'}, {'label': 'C', 'text': 'soda pop'}, {'label': 'D', 'text': 'cupboard'}, {'label': 'E', 'text': 'coffee'}]","Other than water, sugar is the main ingredient in what?",tea,candy bar,soda pop,cupboard,coffee,2
E,5206fd60e55009dd077c471540d448cd,"[{'label': 'A', 'text': 'shower'}, {'label': 'B', 'text': 'shaving kit'}, {'label': 'C', 'text': 'pharmacist'}, {'label': 'D', 'text': 'chemist'}, {'label': 'E', 'text': 'drug store'}]",Where is someone likely to purchase a double edged razor?,shower,shaving kit,pharmacist,chemist,drug store,4
A,1316592014f9eb204dbfc37349d2a06b,"[{'label': 'A', 'text': 'listen to radio'}, {'label': 'B', 'text': 'pay attention'}, {'label': 'C', 'text': 'check mirrors'}, {'label': 'D', 'text': 'hole in one'}, {'label': 'E', 'text': 'sleep'}]",When people drive they usually do what to ward off boredom?,listen to radio,pay attention,check mirrors,hole in one,sleep,0
D,9b7ea9ad6357a1fd937a0d1716d57a00,"[{'label': 'A', 'text': 'fish market'}, {'label': 'B', 'text': 'delicious meal'}, {'label': 'C', 'text': 'crabcakes'}, {'label': 'D', 'text': 'tidal flats'}, {'label': 'E', 'text': 'chinese market'}]",Where is a crab likely to enjoy it's food?,fish market,delicious meal,crabcakes,tidal flats,chinese market,3
C,59c0d6337456fd068e7efbdcdbf86600,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'coffeehouse'}, {'label': 'C', 'text': 'meeting'}, {'label': 'D', 'text': 'office'}, {'label': 'E', 'text': 'bookstore'}]",There weren't enough chairs for everyone.  What might have to be delayed?,building,coffeehouse,meeting,office,bookstore,2
D,07a065abf12288b96f6fef5175ec2cf1,"[{'label': 'A', 'text': 'haunted house'}, {'label': 'B', 'text': 'medium'}, {'label': 'C', 'text': 'cemetary'}, {'label': 'D', 'text': 'liquor cabinet'}, {'label': 'E', 'text': 'human being'}]",Where can you commonly find spirits within a house?,haunted house,medium,cemetary,liquor cabinet,human being,3
A,ccfa4718039dde826932195871a9b1b6,"[{'label': 'A', 'text': 'wall'}, {'label': 'B', 'text': 'front door'}, {'label': 'C', 'text': 'car'}, {'label': 'D', 'text': 'space shuttle'}, {'label': 'E', 'text': 'office'}]",Where would you find a window in a house?,wall,front door,car,space shuttle,office,0
E,e790722b5d13eb3ab557ba907268eb5a,"[{'label': 'A', 'text': 'laughter'}, {'label': 'B', 'text': 'joy'}, {'label': 'C', 'text': 'erection'}, {'label': 'D', 'text': 'masturbation'}, {'label': 'E', 'text': 'like'}]","I was entertained while watching film, what is my reaction to it?",laughter,joy,erection,masturbation,like,4
A,ddb49ebef8009065370dce4d5b01a089,"[{'label': 'A', 'text': 'get full'}, {'label': 'B', 'text': 'hungry'}, {'label': 'C', 'text': 'getting fat'}, {'label': 'D', 'text': 'choking'}, {'label': 'E', 'text': 'lose weight'}]",What happens if you eat hamburger that's very big?,get full,hungry,getting fat,choking,lose weight,0
E,0a6dd995dc3a8c5099adaa7780f67135,"[{'label': 'A', 'text': 'basket'}, {'label': 'B', 'text': 'mexico'}, {'label': 'C', 'text': 'illinois'}, {'label': 'D', 'text': ""person's house""}, {'label': 'E', 'text': 'canada'}]","A small dog envied his friends, who were attached to sleds and pulled people though the thick snowy wilderness.  Where might he live?",basket,mexico,illinois,person's house,canada,4
E,8a85a40d1924724c7827210eeb5b9617,"[{'label': 'A', 'text': 'talk to each other'}, {'label': 'B', 'text': 'thank god'}, {'label': 'C', 'text': 'kill each other'}, {'label': 'D', 'text': 'drink'}, {'label': 'E', 'text': 'experience pain'}]",What do people do when they are caught in severe weather and lose their balance while traveling?,talk to each other,thank god,kill each other,drink,experience pain,4
A,3f47cb3566460aff6f57bfd2fb916a72,"[{'label': 'A', 'text': 'shower stall'}, {'label': 'B', 'text': 'mushroom'}, {'label': 'C', 'text': 'basement'}, {'label': 'D', 'text': 'cave'}, {'label': 'E', 'text': 'toenails'}]",Mildew is a type of fungus you most often find where?,shower stall,mushroom,basement,cave,toenails,0
D,0f5c808d588ef987d0d11a9bc836fcdb,"[{'label': 'A', 'text': 'at the tree store.'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'orchard'}, {'label': 'D', 'text': 'state park'}, {'label': 'E', 'text': 'forest'}]",Where are trees likely to be protected?,at the tree store.,countryside,orchard,state park,forest,3
C,5abe81200fb6d4d0ff7f1d9862116292,"[{'label': 'A', 'text': 'chess set'}, {'label': 'B', 'text': 'business idea'}, {'label': 'C', 'text': 'scheme'}, {'label': 'D', 'text': 'playing chess'}, {'label': 'E', 'text': 'chess game'}]","The police busted down his door, he realized only then he was just the pawn in his partner's grander what?",chess set,business idea,scheme,playing chess,chess game,2
A,e850e9ebec318a356ac55a39cd5fabbd,"[{'label': 'A', 'text': 'run away'}, {'label': 'B', 'text': 'sleep all day'}, {'label': 'C', 'text': 'bark like a dog'}, {'label': 'D', 'text': 'cast shadow'}, {'label': 'E', 'text': 'see at night'}]","The cat saw animal control approaching her, what did she decide to do?",run away,sleep all day,bark like a dog,cast shadow,see at night,0
C,d32f8a92d8d3a4b6e29c8007c944af7b_1,"[{'label': 'A', 'text': 'countryside'}, {'label': 'B', 'text': 'middle america'}, {'label': 'C', 'text': 'landscape'}, {'label': 'D', 'text': 'georgia'}, {'label': 'E', 'text': 'east side'}]","The artist didn't use many colors to capture the view, he was famous for his very plain what?",countryside,middle america,landscape,georgia,east side,2
A,874e1572efa4fc7ffc4df1688c1ba08e,"[{'label': 'A', 'text': 'bedroom'}, {'label': 'B', 'text': 'school building'}, {'label': 'C', 'text': 'bank'}, {'label': 'D', 'text': 'bookstore'}, {'label': 'E', 'text': 'cabinet'}]",Joe kept all of his school books on a shelf where he could easily get to them when he wanted to study.  Where was this shelf likely located?,bedroom,school building,bank,bookstore,cabinet,0
C,6435a28a5d2eca7131dd5dc029cc485e_1,"[{'label': 'A', 'text': 'fridge'}, {'label': 'B', 'text': 'freezer'}, {'label': 'C', 'text': ""farmer's market""}, {'label': 'D', 'text': 'supermarket'}, {'label': 'E', 'text': 'grocery store'}]","If one needed peas and shopped local, where might they go?",fridge,freezer,farmer's market,supermarket,grocery store,2
C,284295432ab1bf0496458c94d3d0940e,"[{'label': 'A', 'text': 'lawbook'}, {'label': 'B', 'text': 'text book'}, {'label': 'C', 'text': 'family situation'}, {'label': 'D', 'text': 'everything'}, {'label': 'E', 'text': 'dinner time'}]",The siblings fought so much it seemed like the mother had to make a rule for every what?,lawbook,text book,family situation,everything,dinner time,2
B,8446115d731024f6bd11810ac86329ab,"[{'label': 'A', 'text': 'screaming'}, {'label': 'B', 'text': 'muttering'}, {'label': 'C', 'text': 'stumbling'}, {'label': 'D', 'text': 'voiceless'}, {'label': 'E', 'text': 'speechless'}]","James is eloquent, usually.  Today he was just doing what to himself?",screaming,muttering,stumbling,voiceless,speechless,1
A,480e093b10ff3c8b6cfa83583f9c6052,"[{'label': 'A', 'text': 'attention'}, {'label': 'B', 'text': 'store gas as fuel'}, {'label': 'C', 'text': 'smell bad'}, {'label': 'D', 'text': 'crude'}, {'label': 'E', 'text': 'impress'}]",Some people fart playfully in order to get what?,attention,store gas as fuel,smell bad,crude,impress,0
B,f6c7af45800a2767315600a827848621,"[{'label': 'A', 'text': 'whirlpool bath'}, {'label': 'B', 'text': 'soft drink'}, {'label': 'C', 'text': 'glass'}, {'label': 'D', 'text': 'mountain dew'}, {'label': 'E', 'text': 'coffee cup'}]",Water is an important ingredient in what sugary beverage?,whirlpool bath,soft drink,glass,mountain dew,coffee cup,1
D,bd511148d0f33ca54979ea88f3063c08,"[{'label': 'A', 'text': 'hospital'}, {'label': 'B', 'text': 'buffalo'}, {'label': 'C', 'text': 'mansion'}, {'label': 'D', 'text': 'large building'}, {'label': 'E', 'text': 'birdhouse'}]",The school has three wings and had enough space for 5000 students. How might one describe it?,hospital,buffalo,mansion,large building,birdhouse,3
A,82a3c455bcd5bb4306c9e788976d3187,"[{'label': 'A', 'text': 'fast food restaurant'}, {'label': 'B', 'text': 'kitchen cupboard'}, {'label': 'C', 'text': 'people'}, {'label': 'D', 'text': 'table'}, {'label': 'E', 'text': 'shaker'}]",Who is likely to use too much salt?,fast food restaurant,kitchen cupboard,people,table,shaker,0
B,e2a3bc8de7200566a33f7b39bdec9b4f,"[{'label': 'A', 'text': 'wash dishes'}, {'label': 'B', 'text': 'eat quickly'}, {'label': 'C', 'text': 'eat hamburger'}, {'label': 'D', 'text': 'have food'}, {'label': 'E', 'text': 'eat vegetables'}]","The child always talked about being hungry, but the mom was in a hurry, what did the child have to do?",wash dishes,eat quickly,eat hamburger,have food,eat vegetables,1
E,350878c35af4290690b2e62b1583a026,"[{'label': 'A', 'text': 'agreement'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'fun'}, {'label': 'D', 'text': 'laughter'}, {'label': 'E', 'text': 'communication'}]",What is chatting with friends a type of?,agreement,happiness,fun,laughter,communication,4
E,86ac949f4e770498cafd3a6bea9b6b3d,"[{'label': 'A', 'text': 'stay still'}, {'label': 'B', 'text': ""don't move""}, {'label': 'C', 'text': 'standing still'}, {'label': 'D', 'text': 'sit still'}, {'label': 'E', 'text': 'stay put'}]",If someone doesn't want to move where they live they are often said to want to what?,stay still,don't move,standing still,sit still,stay put,4
C,64c9614cd9a6e23d823a2b117d40f3f6,"[{'label': 'A', 'text': 'google'}, {'label': 'B', 'text': 'manual'}, {'label': 'C', 'text': 'online'}, {'label': 'D', 'text': 'outside'}, {'label': 'E', 'text': 'newspaper'}]",Sam searched for important information about obscure subjects. Where might he look for it?,google,manual,online,outside,newspaper,2
A,a001f7f720726a7e0e022a5ae1f419b5,"[{'label': 'A', 'text': 'train station'}, {'label': 'B', 'text': 'movie theater'}, {'label': 'C', 'text': 'auditorium'}, {'label': 'D', 'text': 'park'}, {'label': 'E', 'text': 'subway'}]",Where does a ticket booth stand at the front of?,train station,movie theater,auditorium,park,subway,0
E,799045a0f73f6b1be9ca2fb1b50b3767,"[{'label': 'A', 'text': 'losing weight'}, {'label': 'B', 'text': 'loss of water'}, {'label': 'C', 'text': 'feel better'}, {'label': 'D', 'text': 'exercise'}, {'label': 'E', 'text': 'pain'}]","If you work out too hard when you are getting in shape, what can this cause?",losing weight,loss of water,feel better,exercise,pain,4
C,0960f8d0a2fb00d4adb3ef24bda34d05,"[{'label': 'A', 'text': 'painting'}, {'label': 'B', 'text': 'electrical circuit'}, {'label': 'C', 'text': 'wooded areas'}, {'label': 'D', 'text': 'chicken coop'}, {'label': 'E', 'text': 'hen house'}]",Where is one likely to find a wild fox?,painting,electrical circuit,wooded areas,chicken coop,hen house,2
E,fd5c560c6ac0f2e3512a1f0f9c73ab6f,"[{'label': 'A', 'text': 'drums'}, {'label': 'B', 'text': 'closet'}, {'label': 'C', 'text': 'music shop'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'studio'}]",Where might a person play an acoustic guitar as they wear headphones and sit in a booth with a window?,drums,closet,music shop,house,studio,4
E,b28ad669443842fe08bc120811986bd9,"[{'label': 'A', 'text': 'turn around'}, {'label': 'B', 'text': 'crash'}, {'label': 'C', 'text': 'catch on fire'}, {'label': 'D', 'text': 'carry freight'}, {'label': 'E', 'text': 'accelerate'}]",What does an airplane do before takeoff?,turn around,crash,catch on fire,carry freight,accelerate,4
E,32b0443e2eda0e34fafdb89fb9030fd8,"[{'label': 'A', 'text': 'malaise'}, {'label': 'B', 'text': 'bad mood'}, {'label': 'C', 'text': 'promotions'}, {'label': 'D', 'text': 'upset'}, {'label': 'E', 'text': 'stress'}]","If you're late getting to work, what is something you experience?",malaise,bad mood,promotions,upset,stress,4
A,d2ef6e4219df1f8d3b90e9d9a810d42c,"[{'label': 'A', 'text': 'trained'}, {'label': 'B', 'text': 'need food'}, {'label': 'C', 'text': 'require water'}, {'label': 'D', 'text': 'get lost'}, {'label': 'E', 'text': 'they will marry'}]",What do dogs need to get so they behave appropriately?,trained,need food,require water,get lost,they will marry,0
C,7d89ddf85b53ecf65358b0d410cd74ff,"[{'label': 'A', 'text': 'alerting'}, {'label': 'B', 'text': 'ball stopped'}, {'label': 'C', 'text': 'music'}, {'label': 'D', 'text': 'silence'}, {'label': 'E', 'text': 'quietness'}]",Each generation thinks the next's what just sounds like noise?,alerting,ball stopped,music,silence,quietness,2
B,75902ecbbd0cf1b5e700b9418b288b20,"[{'label': 'A', 'text': 'classroom'}, {'label': 'B', 'text': 'drug store'}, {'label': 'C', 'text': 'bedside table'}, {'label': 'D', 'text': 'wallet'}, {'label': 'E', 'text': 'house'}]",Where does someone get a rubber for sex?,classroom,drug store,bedside table,wallet,house,1
A,18b101fe6f047901be1153ed49f04082,"[{'label': 'A', 'text': 'discipline'}, {'label': 'B', 'text': 'run'}, {'label': 'C', 'text': 'exercise'}, {'label': 'D', 'text': 'effort'}, {'label': 'E', 'text': 'muscles'}]",Exercising daily requires a lot of what mental toughness?,discipline,run,exercise,effort,muscles,0
B,084568cbb52bef4fb8f0165df96babb8,"[{'label': 'A', 'text': 'sticker'}, {'label': 'B', 'text': 'passing grade'}, {'label': 'C', 'text': 'compliments'}, {'label': 'D', 'text': 'intellectual challenge'}, {'label': 'E', 'text': 'avoid pain'}]",What would a person expect if they are competent in their school work?,sticker,passing grade,compliments,intellectual challenge,avoid pain,1
B,3eba8ebd4180eb1a6695bfd6b3e0ed6c,"[{'label': 'A', 'text': 'fatigue'}, {'label': 'B', 'text': 'depression'}, {'label': 'C', 'text': 'headache'}, {'label': 'D', 'text': 'high blood pressure'}, {'label': 'E', 'text': 'heart attacks'}]","Stress can affect your mood, sometimes even leading to what?",fatigue,depression,headache,high blood pressure,heart attacks,1
A,0eace02d75da5c178debddd4f037fc94,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'store'}, {'label': 'C', 'text': 'room'}, {'label': 'D', 'text': ""friend's house""}, {'label': 'E', 'text': 'patio'}]",Where can someone store furniture?,building,store,room,friend's house,patio,0
A,0398a3f0fbcc796cff0af3c505cfb48a,"[{'label': 'A', 'text': 'bad breath'}, {'label': 'B', 'text': 'birth defects'}, {'label': 'C', 'text': 'lung disease'}, {'label': 'D', 'text': 'ashtray'}, {'label': 'E', 'text': 'persistent cough'}]","Their first kiss was ruined, his bad choice of smoking had given him what?",bad breath,birth defects,lung disease,ashtray,persistent cough,0
C,55e73171cd088d1a41019f076d1d7b10,"[{'label': 'A', 'text': 'grocery store'}, {'label': 'B', 'text': 'salad'}, {'label': 'C', 'text': ""farmer's market""}, {'label': 'D', 'text': 'supermarket'}, {'label': 'E', 'text': 'refrigerator'}]",Where can you buy lettuce directly from the grower?,grocery store,salad,farmer's market,supermarket,refrigerator,2
D,70048ace4122fc38ea2f2b95dd2a402e,"[{'label': 'A', 'text': 'tropical forest'}, {'label': 'B', 'text': 'underwater'}, {'label': 'C', 'text': 'western texas'}, {'label': 'D', 'text': 'high grass'}, {'label': 'E', 'text': 'amazon river'}]",Where in a meadow would a snake hide?,tropical forest,underwater,western texas,high grass,amazon river,3
B,6477a969431bf358e0e68fb24b33fcb3,"[{'label': 'A', 'text': 'read text'}, {'label': 'B', 'text': 'enjoy learning'}, {'label': 'C', 'text': 'play dumb'}, {'label': 'D', 'text': 'fever'}, {'label': 'E', 'text': 'catch cold'}]",What does a person who likes school also do?,read text,enjoy learning,play dumb,fever,catch cold,1
B,16ec24d2aa157230533a36960a81e5a3,"[{'label': 'A', 'text': 'have fun'}, {'label': 'B', 'text': 'practice'}, {'label': 'C', 'text': 'pick'}, {'label': 'D', 'text': 'desire'}, {'label': 'E', 'text': 'polish your guitar regularly.'}]",How do you get good at playing guitar?,have fun,practice,pick,desire,polish your guitar regularly.,1
E,45888a31e2c7458758431992b9105ff6,"[{'label': 'A', 'text': 'fly north'}, {'label': 'B', 'text': 'spread wings'}, {'label': 'C', 'text': 'fly high'}, {'label': 'D', 'text': 'learn to fly'}, {'label': 'E', 'text': 'head south'}]",What are birds likely to do in the winter?,fly north,spread wings,fly high,learn to fly,head south,4
B,e256a164665ec9d0affff975dbd37aed,"[{'label': 'A', 'text': 'lawn mower'}, {'label': 'B', 'text': 'helicopter'}, {'label': 'C', 'text': 'rollerblade'}, {'label': 'D', 'text': 'knife'}, {'label': 'E', 'text': 'scissors'}]",Where does a blade help you to move from one place to another?,lawn mower,helicopter,rollerblade,knife,scissors,1
C,5e056aa509c03f0818efda045de3bb5e,"[{'label': 'A', 'text': 'cooking pot'}, {'label': 'B', 'text': 'neighbor'}, {'label': 'C', 'text': 'food store'}, {'label': 'D', 'text': 'beantown'}, {'label': 'E', 'text': 'coffee'}]","If you do not have a bean, where would you go to get one?",cooking pot,neighbor,food store,beantown,coffee,2
A,a887f1eba255aceb6a90d66ac502d6d4,"[{'label': 'A', 'text': 'mediterranean sea'}, {'label': 'B', 'text': 'see'}, {'label': 'C', 'text': 'supermarket'}, {'label': 'D', 'text': 'hand'}, {'label': 'E', 'text': 'store'}]",Where could you find a jellyfish?,mediterranean sea,see,supermarket,hand,store,0
E,ed98a2df7be888bfd613352aa5a453d9,"[{'label': 'A', 'text': 'high school band'}, {'label': 'B', 'text': 'exhibition'}, {'label': 'C', 'text': 'case'}, {'label': 'D', 'text': 'marching band'}, {'label': 'E', 'text': 'museum'}]",The famous cornet was displayed so everybody could see it with other famous items where?,high school band,exhibition,case,marching band,museum,4
D,a8b2779c9c085c808c477696c8a3f2d3,"[{'label': 'A', 'text': 'closeness'}, {'label': 'B', 'text': 'measured in meters'}, {'label': 'C', 'text': 'proximity'}, {'label': 'D', 'text': 'near'}, {'label': 'E', 'text': 'close'}]","The driver forgot his glasses, he was having trouble judging distance of oncoming cars and wouldn't pull out thinking they were all what?",closeness,measured in meters,proximity,near,close,3
E,6899dd2be8128588b84079f21ed54d8a,"[{'label': 'A', 'text': 'disneyland'}, {'label': 'B', 'text': 'train station'}, {'label': 'C', 'text': 'museum'}, {'label': 'D', 'text': 'airport'}, {'label': 'E', 'text': 'hotel'}]",Where do you stop at a gift shop while checking out?,disneyland,train station,museum,airport,hotel,4
A,780fecd4cd2b72f8ebaf2d78d4bbd24e,"[{'label': 'A', 'text': 'study greek'}, {'label': 'B', 'text': 'cross street'}, {'label': 'C', 'text': 'open doors'}, {'label': 'D', 'text': 'talk to themselves'}, {'label': 'E', 'text': 'give up'}]",what might an intelligent person do?,study greek,cross street,open doors,talk to themselves,give up,0
E,78eda1eb8094eaeb5854a14d48254b35,"[{'label': 'A', 'text': 'feelings'}, {'label': 'B', 'text': 'bladders'}, {'label': 'C', 'text': 'naval'}, {'label': 'D', 'text': 'ears'}, {'label': 'E', 'text': 'names'}]",All humans have what which is used to distinguish them from one another?,feelings,bladders,naval,ears,names,4
C,b4cea3f13d615f788576ed31af1ae1df,"[{'label': 'A', 'text': 'hugs'}, {'label': 'B', 'text': 'freedom of information'}, {'label': 'C', 'text': 'food and water'}, {'label': 'D', 'text': 'own house'}, {'label': 'E', 'text': 'freedom of expression'}]","A person needs to breathe to survive, but they also need what two things to thrive?",hugs,freedom of information,food and water,own house,freedom of expression,2
