answerKey,id,choices,stem,choice_0,choice_1,choice_2,label
B,0f03d65affa73a0c08a8caed11a2b69f,"[{'label': 'A', 'text': ""neighbor's house""}, {'label': 'B', 'text': 'floor'}, {'label': 'C', 'text': 'apartment'}]",What would you put furniture on top of?,neighbor's house,floor,apartment,1
C,528ee5b7c822cf42b1b1d7d8a4f6b7ab,"[{'label': 'A', 'text': 'sharing information'}, {'label': 'B', 'text': 'sharing ideas'}, {'label': 'C', 'text': 'getting information'}]","Susan was attending a meeting of the KKK, even though she did not believe in their cause.  Why might she have been doing so?",sharing information,sharing ideas,getting information,2
C,e4316a8b6ad26ba2a4fd101329e068c3,"[{'label': 'A', 'text': 'blue'}, {'label': 'B', 'text': 'green'}, {'label': 'C', 'text': 'brown'}]","She enjoyed the song, it was a famous one about a girl with eyes that where what?",blue,green,brown,2
C,c77e1039d78cdff197a370fcda0f2b9f,"[{'label': 'A', 'text': 'listen'}, {'label': 'B', 'text': 'relax'}, {'label': 'C', 'text': 'skate'}]",Punk rock music is an important part of what action sport?,listen,relax,skate,2
B,6efd63bf962ee565fcf4bd3669a0aeb2,"[{'label': 'A', 'text': 'surface of earth'}, {'label': 'B', 'text': 'forest'}, {'label': 'C', 'text': 'garden'}]","With all the leaves falling each year, a natural compost keeps the soil healthy for all the trees where?",surface of earth,forest,garden,1
A,4ccde29934be472eb46e5ca29dc0b923,"[{'label': 'A', 'text': 'embrace'}, {'label': 'B', 'text': 'arrogate'}, {'label': 'C', 'text': 'engage'}]","John did not abandon his son, but instead did what to him?",embrace,arrogate,engage,0
A,710fb042c89c60c9c32bcf781da2a603,"[{'label': 'A', 'text': 'current'}, {'label': 'B', 'text': 'book'}, {'label': 'C', 'text': 'lake'}]",The jellyfish was pushed along by the water.  It was caught in what?,current,book,lake,0
B,516dceee9bb1fd3210450fdd5f173682,"[{'label': 'A', 'text': 'casino'}, {'label': 'B', 'text': 'bottle'}, {'label': 'C', 'text': 'grocery store'}]",What medium do people get their beer from ?,casino,bottle,grocery store,1
C,c54f7c7b41adba23799290ef5ec1969b,"[{'label': 'A', 'text': 'winning'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'entertainment'}]",Why do parents tell kids to play games?,winning,happiness,entertainment,2
B,fe15c6e0eb878ca53962386731edb00b,"[{'label': 'A', 'text': 'count'}, {'label': 'B', 'text': 'winning'}, {'label': 'C', 'text': 'remember'}]",Why would you want to play cards?,count,winning,remember,1
C,323c1dfaaddd907b8dd2bea637b53c8b,"[{'label': 'A', 'text': 'meeting'}, {'label': 'B', 'text': 'club'}, {'label': 'C', 'text': 'meditation center'}]","A gentleman is trying to relax, where is he likely to be able to do that?",meeting,club,meditation center,2
A,77de72dc6cdb454231347520171ba486,"[{'label': 'A', 'text': 'coastal area'}, {'label': 'B', 'text': 'manhattan'}, {'label': 'C', 'text': 'shoreline'}]",Where is a bay always found?,coastal area,manhattan,shoreline,0
B,4768aa28fa14569d830f8947565296c1,"[{'label': 'A', 'text': 'organization'}, {'label': 'B', 'text': 'country'}, {'label': 'C', 'text': 'army'}]",What kind of place has a leader?,organization,country,army,1
B,8d79cc5e4eea11f50fab18fdea20fd4f,"[{'label': 'A', 'text': 'anxiety'}, {'label': 'B', 'text': 'inspiration'}, {'label': 'C', 'text': 'insights'}]","The artist was sitting quietly pondering, then suddenly he began to paint when what struck him?",anxiety,inspiration,insights,1
C,c635b8467cc7259e98ac87c41945a370,"[{'label': 'A', 'text': 'enjoyable'}, {'label': 'B', 'text': 'longing'}, {'label': 'C', 'text': 'boredom'}]",James hated baseball. Seeing people play a game wasn't fun to him. It only filled him with what?,enjoyable,longing,boredom,2
C,016e308702ae4d69e4db7a113aea046e,"[{'label': 'A', 'text': 'hardware store'}, {'label': 'B', 'text': 'tool box'}, {'label': 'C', 'text': 'repair shop'}]","Johnny had a number of tools, including a hammer, which is needed because of his work.  Where might he have worked?",hardware store,tool box,repair shop,2
A,edc64e02a623d1e2fac666eae4daebd2,"[{'label': 'A', 'text': 'sun himself'}, {'label': 'B', 'text': 'race against time'}, {'label': 'C', 'text': 'express love'}]","The person is laying on the beach, why would he do that?",sun himself,race against time,express love,0
C,c4165f6320d638e42b270f81c7f45d68,"[{'label': 'A', 'text': 'throw up'}, {'label': 'B', 'text': 'take medicine'}, {'label': 'C', 'text': 'get better'}]",What happens to a sick person when he or she is not sick any more?,throw up,take medicine,get better,2
B,c46f798b8161f77cffab927f4fb7a969,"[{'label': 'A', 'text': 'laboratory'}, {'label': 'B', 'text': 'chemistry lab'}, {'label': 'C', 'text': 'atmosphere'}]","Helium, magnesium, and sulfur are likely to be found where in a school?",laboratory,chemistry lab,atmosphere,1
B,95dd791dbe5e9b0c8905211c8401f350,"[{'label': 'A', 'text': 'suburbia'}, {'label': 'B', 'text': 'big city'}, {'label': 'C', 'text': 'michigan'}]","Jill is at a shopping complex surrounded by traffic and large cities, where is she?",suburbia,big city,michigan,1
A,9f5c15ab08071108b5b793f01d643d92,"[{'label': 'A', 'text': 'books'}, {'label': 'B', 'text': 'rocks'}, {'label': 'C', 'text': 'bushes'}]",Where could you find out more about a type of lizard?,books,rocks,bushes,0
B,8f7417ffb74e058bbf98a8929fdfd5ed,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'hell'}]",Where would a computer user use someone else's computer?,house,school,hell,1
A,dbf7fe02bb42065ac28ee967698db890,"[{'label': 'A', 'text': 'sweet'}, {'label': 'B', 'text': 'disease'}, {'label': 'C', 'text': 'cooties'}]",Billy saw a couple kissing when he was walking in the park.  What might he have thought about it?,sweet,disease,cooties,0
C,d607bacafef3ec10ad3a63d6415515cc,"[{'label': 'A', 'text': 'intertidal zone'}, {'label': 'B', 'text': 'fishmongers'}, {'label': 'C', 'text': 'pet shop'}]",Where can you take home a hermit crab?,intertidal zone,fishmongers,pet shop,2
B,a5097b7f56d20217679f28201801476f,"[{'label': 'A', 'text': 'night sky'}, {'label': 'B', 'text': 'outer space'}, {'label': 'C', 'text': 'galaxy'}]",Where do you head to travel to a star?,night sky,outer space,galaxy,1
B,a12adf41f0408764cfa14c348ec18aea,"[{'label': 'A', 'text': 'contribution to society'}, {'label': 'B', 'text': 'ride horses'}, {'label': 'C', 'text': 'green thumb'}]",What does a person known as a cowboy do?,contribution to society,ride horses,green thumb,1
A,9f830faa0f8e3d7fb3a658c15a5fbe63,"[{'label': 'A', 'text': 'inspiration'}, {'label': 'B', 'text': 'boredom'}, {'label': 'C', 'text': 'graduate'}]",A great teacher can be what when you are attending school?,inspiration,boredom,graduate,0
C,b62463117a6844c82e8be49d63ee6e04,"[{'label': 'A', 'text': 'cool water'}, {'label': 'B', 'text': 'become water'}, {'label': 'C', 'text': 'cool drink'}]",What is often the function of ice?,cool water,become water,cool drink,2
A,dbcedaa6a6f1f68bc8f2bf7aef23294e,"[{'label': 'A', 'text': 'dirty'}, {'label': 'B', 'text': 'pleasant'}, {'label': 'C', 'text': 'painful'}]",What do people feel after having sex that requires them to shower?,dirty,pleasant,painful,0
C,bc59020ba0a56576bd41dfcc9a14154f,"[{'label': 'A', 'text': 'deck'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'stairwell'}]",What might an elderly person install a railing on to help them pull themselves up?,deck,house,stairwell,2
C,da32a3399c7a67023d0abcf0c7f252bd,"[{'label': 'A', 'text': 'being laughed at'}, {'label': 'B', 'text': 'contact with'}, {'label': 'C', 'text': 'lacerations'}]","While he was falling into a pile of broken glass, what did he fear?",being laughed at,contact with,lacerations,2
B,ff1bf2ec835c9df8695ae0cfb5281646,"[{'label': 'A', 'text': 'lots of attention'}, {'label': 'B', 'text': 'petted'}, {'label': 'C', 'text': 'bone'}]",When you stroke a dogs fur what have you done?,lots of attention,petted,bone,1
B,2c3b685d56a7c603aad64f34d026b8cd,"[{'label': 'A', 'text': 'city hall'}, {'label': 'B', 'text': 'office building'}, {'label': 'C', 'text': 'boardroom'}]","All the business owners had a monthly committee meeting, it was to introduce new tenants and discuss issues of the what?",city hall,office building,boardroom,1
B,e56c1fd025da7ea9d80415b7c76e6f5e,"[{'label': 'A', 'text': 'procreation'}, {'label': 'B', 'text': 'human experience'}, {'label': 'C', 'text': 'reproductive cycle'}]",Sex is often referred to being part of what for everyone?,procreation,human experience,reproductive cycle,1
A,44928f2c0bd96e727f8a55a43b1e619a,"[{'label': 'A', 'text': 'desktop'}, {'label': 'B', 'text': 'wristwatch'}, {'label': 'C', 'text': 'office'}]","At work I do lots of math, so I keep a calculator open and handy on my what?",desktop,wristwatch,office,0
A,83ae16ea14d71fd3317f37910025532d,"[{'label': 'A', 'text': 'own house'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'downtown'}]",Where is likely the coziest plat to eat?,own house,city,downtown,0
A,9abefd2db791cdfd84f5faa0d7cbbf67,"[{'label': 'A', 'text': 'deep thoughts'}, {'label': 'B', 'text': 'sense of fulfillment'}, {'label': 'C', 'text': 'clear thought'}]",What is someone doing when contemplating the nature of the universe?,deep thoughts,sense of fulfillment,clear thought,0
A,cda0e6a72a9d1dbf03a9a4d257d8350b,"[{'label': 'A', 'text': 'exceptional'}, {'label': 'B', 'text': 'advantageous'}, {'label': 'C', 'text': 'virtuous'}]",What is a genius likely to be in all subjects?,exceptional,advantageous,virtuous,0
B,2679b6a0203d9a54f099016f1452efb9,"[{'label': 'A', 'text': 'jump up'}, {'label': 'B', 'text': 'bark'}, {'label': 'C', 'text': 'do many things'}]",How is a dog likely to communicate with another dog?,jump up,bark,do many things,1
B,654a94d7a3a7d70d57aa8bafb11b553a,"[{'label': 'A', 'text': 'cupboard'}, {'label': 'B', 'text': 'office'}, {'label': 'C', 'text': 'conference'}]",Where will you find coffee cups surrounded by people in ties?,cupboard,office,conference,1
B,36bf5a4a27377844f48830e6fda619d1,"[{'label': 'A', 'text': 'overpower'}, {'label': 'B', 'text': 'outweigh'}, {'label': 'C', 'text': 'overcome'}]","Cally thought that the pros counterbalanced the cons, but she quickly discovered that this was no true.  The cons did what to the pros?",overpower,outweigh,overcome,1
A,cb7dc25380b8c50f7e90c16ad2a56896,"[{'label': 'A', 'text': 'ancient rome'}, {'label': 'B', 'text': 'poor countries'}, {'label': 'C', 'text': 'plantation'}]",In what society did slaves outnumber the citizens?,ancient rome,poor countries,plantation,0
A,b2b3bc855e9fcb6fd5554a125c59eae7,"[{'label': 'A', 'text': 'theater'}, {'label': 'B', 'text': 'toy store'}, {'label': 'C', 'text': 'bathtub'}]",Where could you see someone pretending to be an action figure but not trying to sell action figures?,theater,toy store,bathtub,0
B,a4513e6f5e2415064506feca65cf716d,"[{'label': 'A', 'text': 'great relief'}, {'label': 'B', 'text': 'redemption'}, {'label': 'C', 'text': 'absolution'}]","If I have a forgiving attitude toward someone, what do they receive?",great relief,redemption,absolution,1
C,34d28fb5bbfe01a56bf82e9fd27e847a,"[{'label': 'A', 'text': 'end life'}, {'label': 'B', 'text': 'dying'}, {'label': 'C', 'text': 'pain'}]","The man was in a rut of selfish thoughts and decided to commit suicide, he didn't think of the what it would cause others?",end life,dying,pain,2
A,c85da73862a677b47258300f2640b3a5,"[{'label': 'A', 'text': 'positive'}, {'label': 'B', 'text': 'looking pretty'}, {'label': 'C', 'text': 'get'}]","Grumpy is grooming himself because he's been told that his appearance can impact his mood, and he wants to be what?",positive,looking pretty,get,0
C,76b6f0765a3b2fba71021f902142edc0,"[{'label': 'A', 'text': 'headache'}, {'label': 'B', 'text': 'laughter'}, {'label': 'C', 'text': 'laziness'}]",Why would you be watching tv instead of doing something else?,headache,laughter,laziness,2
A,424546c1fb28018939d9598485b99730,"[{'label': 'A', 'text': 'sporting goods store'}, {'label': 'B', 'text': 'suitcase'}, {'label': 'C', 'text': 'backpack'}]","James was traveling to Europe on his vacation and he wanted to do some hiking. However, he lost his sunglasses and needed to go some new ones.  Where would he go before his trip?",sporting goods store,suitcase,backpack,0
C,517f9d923bdfbb1185951f34d6cb2d59,"[{'label': 'A', 'text': 'school students'}, {'label': 'B', 'text': 'school children'}, {'label': 'C', 'text': 'answering questions'}]",What do teachers often do after teaching a lesson?,school students,school children,answering questions,2
B,b2d3a6618ce8635a41782c82d899c4f7,"[{'label': 'A', 'text': 'big city'}, {'label': 'B', 'text': 'office building'}, {'label': 'C', 'text': 'skyscraper'}]",Where would you find several businesses in the same location?,big city,office building,skyscraper,1
A,487b0e022c2e32dfa69038a809f59918,"[{'label': 'A', 'text': 'shop'}, {'label': 'B', 'text': 'supermarket'}, {'label': 'C', 'text': 'toy store'}]",Where was someone in a family frequently spending time if a bill listing many cash register locations arrives in the mail?,shop,supermarket,toy store,0
A,d8404dc56727b89499c186c3f74bf8e3,"[{'label': 'A', 'text': 'floor'}, {'label': 'B', 'text': 'jail'}, {'label': 'C', 'text': 'porch'}]",Where did he put the newspaper for his new puppy's leaks?,floor,jail,porch,0
C,bee939be3ede0044ccf9e1e19abf7a6f,"[{'label': 'A', 'text': 'terrarium'}, {'label': 'B', 'text': 'kew gardens'}, {'label': 'C', 'text': 'thick forest'}]",What would easily hide a snake?,terrarium,kew gardens,thick forest,2
A,7ba828249198d670f50746a6a9845573,"[{'label': 'A', 'text': 'festival'}, {'label': 'B', 'text': 'india'}, {'label': 'C', 'text': 'istanbul'}]",What is someone likely to call a bazaar in the US?,festival,india,istanbul,0
B,28ab300ef821e57e19be3f757842dd62,"[{'label': 'A', 'text': 'theatre'}, {'label': 'B', 'text': 'bus depot'}, {'label': 'C', 'text': 'church'}]",Where might I find seating while waiting to take public transit in a major city?,theatre,bus depot,church,1
A,07cc01a6cdab0cbc317a99703db51d78,"[{'label': 'A', 'text': 'sing songs'}, {'label': 'B', 'text': 'branch out'}, {'label': 'C', 'text': 'pretend'}]",What does an actor in a musical do?,sing songs,branch out,pretend,0
A,24eace5901a17656b30a93eb1a7b7c09,"[{'label': 'A', 'text': 'shopping bag'}, {'label': 'B', 'text': 'landfill'}, {'label': 'C', 'text': 'antique store'}]",Where would you put tin after you buy it?,shopping bag,landfill,antique store,0
B,900c51c68a06ed3eb71781002c8559df,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'stomach'}, {'label': 'C', 'text': 'shelf'}]",Joe loved the smell of the food on their plates.  It really made his what flutter?,restaurant,stomach,shelf,1
C,193ba63fa8b62223da31ef8ec68da5bf,"[{'label': 'A', 'text': 'city'}, {'label': 'B', 'text': 'clerk'}, {'label': 'C', 'text': 'neighborhood'}]","The small locally owned beauty salon had it's grand opening, people hoped it would boost the economy in the surrounding what?",city,clerk,neighborhood,2
C,db643e92fcefdeded85303d67a7f3804,"[{'label': 'A', 'text': 'fruit'}, {'label': 'B', 'text': 'people'}, {'label': 'C', 'text': 'body'}]",what does skin cover?,fruit,people,body,2
B,c736aace51654949102677a7da7b9022,"[{'label': 'A', 'text': 'accidents'}, {'label': 'B', 'text': 'wicked'}, {'label': 'C', 'text': 'vomiting'}]","If someone spent the night drinking alcohol in Boston, they might wake up with what kind of headache?",accidents,wicked,vomiting,1
C,89e19e81071205db271231a17ad86cc1,"[{'label': 'A', 'text': 'wash dishes'}, {'label': 'B', 'text': 'enter school'}, {'label': 'C', 'text': 'drop out of school'}]",What might a student do if they really hate school and they'd rather get a job?,wash dishes,enter school,drop out of school,2
C,52362c1fd1924cf145b3a539eee5307e,"[{'label': 'A', 'text': 'backpack'}, {'label': 'B', 'text': 'sporting goods store'}, {'label': 'C', 'text': 'suitcase'}]","James finished hiking in California and was preparing to fly home, so he put his sunglasses in his what?",backpack,sporting goods store,suitcase,2
C,689cbe9e5cdb27a6eb698c581c16a061,"[{'label': 'A', 'text': 'crucial'}, {'label': 'B', 'text': 'cumbersome'}, {'label': 'C', 'text': 'forceful'}]","The laser light hurt his eyes, how would he describe it?",crucial,cumbersome,forceful,2
A,fcf55d08c00ff6aabcc6e5f80d3d99f2,"[{'label': 'A', 'text': 'ended'}, {'label': 'B', 'text': 'partial'}, {'label': 'C', 'text': 'unfinished'}]","Mary was a complete bitch to Mark throughout the contest, and so their relationship did what?",ended,partial,unfinished,0
B,f9c255116bd59d4c32a0da6cc6b58606,"[{'label': 'A', 'text': 'inspiration'}, {'label': 'B', 'text': 'fun'}, {'label': 'C', 'text': 'answers'}]",Why do most people engage in chatting with friends?,inspiration,fun,answers,1
B,17b36934c3d1a6de3f9298b7113ea01f,"[{'label': 'A', 'text': 'pick up'}, {'label': 'B', 'text': 'catch'}, {'label': 'C', 'text': 'picking up'}]","The receiver had another drop, on the sideline his coach begged him to just make one what?",pick up,catch,picking up,1
C,2c405de6c239c803e8a9efc580ca244c,"[{'label': 'A', 'text': 'shelf'}, {'label': 'B', 'text': 'cupboard'}, {'label': 'C', 'text': 'house'}]",Where can you play a board game with your family?,shelf,cupboard,house,2
B,c74ae684ba6c76e2a913493483678c9d,"[{'label': 'A', 'text': 'lake'}, {'label': 'B', 'text': 'tetrahedron'}, {'label': 'C', 'text': 'object'}]",What has a surface with many sides?,lake,tetrahedron,object,1
A,6970a9bc24c9c1b80e289ecedb47736c,"[{'label': 'A', 'text': 'death'}, {'label': 'B', 'text': 'falling down'}, {'label': 'C', 'text': 'injury'}]","They medics were frantic and screaming that the patient was losing consciousness, it seemed what was inevitable?",death,falling down,injury,0
C,9ab8bd4cfff2d2b964b5fb9a4a57b074,"[{'label': 'A', 'text': 'need food'}, {'label': 'B', 'text': 'reproduce'}, {'label': 'C', 'text': 'own people'}]","Out relationship with dogs is very one sided.  We can do something to dogs, but they can't do the same thing to us.  What can't dogs do to us?",need food,reproduce,own people,2
A,0ea58f48a23048b7e0f69c557428d9e5,"[{'label': 'A', 'text': 'death'}, {'label': 'B', 'text': 'dreams'}, {'label': 'C', 'text': 'erections'}]","She always made sure her infant was sleeping the right way, the articles she read had made her paranoid about what happening?",death,dreams,erections,0
C,d550bffbaf5a35c42f24eb78ea3c9e6a,"[{'label': 'A', 'text': 'exhausted'}, {'label': 'B', 'text': 'were very tired'}, {'label': 'C', 'text': 'feel better'}]",What will happen after you have rest?,exhausted,were very tired,feel better,2
B,cb5b39878be0e05a3ffe783801adbc3b,"[{'label': 'A', 'text': 'frustration'}, {'label': 'B', 'text': 'relax'}, {'label': 'C', 'text': 'enlightenment'}]",What might someone do after they finish creating art?,frustration,relax,enlightenment,1
C,d46cdaa8385affc64f83e26a54c51395,"[{'label': 'A', 'text': 'woods'}, {'label': 'B', 'text': 'forest'}, {'label': 'C', 'text': 'grass'}]",You can use a stick to swat at what growing in a field?,woods,forest,grass,2
C,50fa0daf9fd03ee844a6576fad34efe2,"[{'label': 'A', 'text': 'hardware store'}, {'label': 'B', 'text': 'tool shed'}, {'label': 'C', 'text': 'store room'}]","Billy's boss told him to get a book from a high shelf, so he took a stepladder from what?",hardware store,tool shed,store room,2
B,2cb8c71fd15f3e9ef665cf7867a322ae,"[{'label': 'A', 'text': 'gain weight'}, {'label': 'B', 'text': 'fear death'}, {'label': 'C', 'text': 'promise to do'}]",Why does this person stop and look both ways at a railroad crossing?,gain weight,fear death,promise to do,1
C,70a97a0079878b3a46080d00a4e118fb,"[{'label': 'A', 'text': 'grocery store'}, {'label': 'B', 'text': 'fallen tree'}, {'label': 'C', 'text': 'under rocks'}]",Where could a fungus grow and not be disturbed by sunlight?,grocery store,fallen tree,under rocks,2
A,1099af64fb5b8156c7eab02e80879757,"[{'label': 'A', 'text': 'reproduction'}, {'label': 'B', 'text': 'copy'}, {'label': 'C', 'text': 'remake'}]",If you were to make a new copy an original sculpture what have you made?,reproduction,copy,remake,0
A,172a3dc68b9afbd57c2449e2bb1d957b,"[{'label': 'A', 'text': 'texas'}, {'label': 'B', 'text': 'seychelles'}, {'label': 'C', 'text': 'british columbia'}]","Victoria is the name of many cities, you'd say the one where does it big?",texas,seychelles,british columbia,0
C,48f8160ae7df6e3514caeae0ba9caec4,"[{'label': 'A', 'text': 'wide acceptance'}, {'label': 'B', 'text': 'getting high'}, {'label': 'C', 'text': 'press coverage'}]",Going public about a controversial issue is likely to get what?,wide acceptance,getting high,press coverage,2
A,7cb5e964917e19615ef69ba22fbb2d6c,"[{'label': 'A', 'text': 'baking'}, {'label': 'B', 'text': 'amiable'}, {'label': 'C', 'text': 'prepared'}]",When is food never cold?,baking,amiable,prepared,0
A,c4b1a57e7880b9cb367f9c67abf5605f,"[{'label': 'A', 'text': 'partner'}, {'label': 'B', 'text': 'cooperation'}, {'label': 'C', 'text': 'trust'}]",Kissing is normally an activity reserved for your romantic what?,partner,cooperation,trust,0
B,1ed45a6ac520f3a86510ef48038ce512,"[{'label': 'A', 'text': 'drawer'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'closet'}]",Lily bought some new clothing at the mall. She put it in her car and took it somewhere. Where might she take it?,drawer,house,closet,1
A,9eac7ec0763407cc6612d1af7a3586e8,"[{'label': 'A', 'text': 'calculus'}, {'label': 'B', 'text': 'array'}, {'label': 'C', 'text': 'description'}]","When one is calculating attributes, what is the likely skillset being used?",calculus,array,description,0
B,de6d54b0bde75943863c0685726860f9,"[{'label': 'A', 'text': 'cook food'}, {'label': 'B', 'text': 'buy food'}, {'label': 'C', 'text': 'prepare food'}]","What would you do if you want to eat dinner, but do not have any raw ingredients?",cook food,buy food,prepare food,1
A,3a5f991d86a101c825f9dac1df1b0bf7,"[{'label': 'A', 'text': 'every town'}, {'label': 'B', 'text': 'arlington'}, {'label': 'C', 'text': 'city'}]","People die, that's why you tend to find a graveyard where?",every town,arlington,city,0
B,e91681474ca9e2db14750be256189ea0,"[{'label': 'A', 'text': 'win'}, {'label': 'B', 'text': 'entertaining'}, {'label': 'C', 'text': 'relax'}]",When you play games with children you're doing what to them?,win,entertaining,relax,1
A,4cf90bfc1572ac6d8e6db588e93da7c4,"[{'label': 'A', 'text': 'open field'}, {'label': 'B', 'text': 'steppe'}, {'label': 'C', 'text': 'encyclopedia'}]",Where would a gazelle like to run?,open field,steppe,encyclopedia,0
A,c49d5239398c4a19ae5e921a76929f61,"[{'label': 'A', 'text': 'floor'}, {'label': 'B', 'text': 'basement'}, {'label': 'C', 'text': 'store'}]",James tripped while running in the house.   His mother had repeatedly warned him to put his toys away but he did not listen. Where might his toys have been?,floor,basement,store,0
B,ec5a336080e37fbe95d72ad5f9c65ba7,"[{'label': 'A', 'text': 'managed'}, {'label': 'B', 'text': 'recur'}, {'label': 'C', 'text': 'effectively treated'}]",If a person with mental illness stops treatment what will likely happen?,managed,recur,effectively treated,1
C,8197564bccdea65c0d5439038ad581aa,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'department store'}, {'label': 'C', 'text': 'office building'}]",You go into a building.  There were two guards at the entryway checking IDs.  Where might you be.,house,department store,office building,2
A,b7891e9cdf1db70b70da0234b6a0265c,"[{'label': 'A', 'text': 'meet'}, {'label': 'B', 'text': 'being entertained'}, {'label': 'C', 'text': 'happy'}]",What do you need to do with a friend before going to play?,meet,being entertained,happy,0
C,4530ffea6c78ac223c269b3d209e225e,"[{'label': 'A', 'text': 'encyclopedia'}, {'label': 'B', 'text': 'book'}, {'label': 'C', 'text': 'head'}]",Where is the best way to store personal knowledge?,encyclopedia,book,head,2
C,5d7d7cd65157d9f73e218bb461185871,"[{'label': 'A', 'text': 'water'}, {'label': 'B', 'text': 'mall'}, {'label': 'C', 'text': 'concert'}]","Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?",water,mall,concert,2
B,399159d57c92a4de6a7b1516dfb20f9d,"[{'label': 'A', 'text': 'drawer'}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'bedroom'}]",John doesn't like changing his bed but he loves sleeping on clean fresh sheets.  John's favorite time is when he has to spend the night  where?,drawer,hotel,bedroom,1
B,0c2a29ddba4ce9052ba2854bd7d9c000,"[{'label': 'A', 'text': 'make home'}, {'label': 'B', 'text': 'measureing distances'}, {'label': 'C', 'text': 'examining poorch'}]","Before buying a house, what should I look for concerning my job?",make home,measureing distances,examining poorch,1
B,53e1e50d204f6ad5a0f69429eadae82e,"[{'label': 'A', 'text': 'go for haircut'}, {'label': 'B', 'text': 'wait for'}, {'label': 'C', 'text': 'dress nice'}]",What would you do if your date does not show up?,go for haircut,wait for,dress nice,1
C,298089ddab6eddec5e2c629abf1a51c8,"[{'label': 'A', 'text': 'have legs'}, {'label': 'B', 'text': 'not fat'}, {'label': 'C', 'text': 'look first'}]","Jay would run after the ball into the street, and always failed to so what?",have legs,not fat,look first,2
B,2930eff0e6cf124995f63f8ed26731a0,"[{'label': 'A', 'text': 'earn money'}, {'label': 'B', 'text': 'eat'}, {'label': 'C', 'text': 'make money'}]","His cupboards were barren, so he had to go to work so he could what?",earn money,eat,make money,1
B,e2dc0d95e62ff14fbec9fddd8d82d02d,"[{'label': 'A', 'text': 'center of town'}, {'label': 'B', 'text': 'capital city'}, {'label': 'C', 'text': 'michigan'}]",Where is the supreme courthouse in a state typically located?,center of town,capital city,michigan,1
C,f5512f42628808f5c7b23beafa871437,"[{'label': 'A', 'text': 'smile'}, {'label': 'B', 'text': 'appreciate compliment'}, {'label': 'C', 'text': ""say you're welcome""}]","If I wanted to thank someone for saying I have done a good job, what would I do?",smile,appreciate compliment,say you're welcome,2
B,a325a5d53b381299835cf5c6ee850576,"[{'label': 'A', 'text': 'go out to play'}, {'label': 'B', 'text': 'row boat'}, {'label': 'C', 'text': 'begin school'}]",What does a child learn to do in a lake?,go out to play,row boat,begin school,1
B,44e6167c3a2e91a671f267a7182f9d29,"[{'label': 'A', 'text': 'industrial complex'}, {'label': 'B', 'text': 'downtown area'}, {'label': 'C', 'text': 'high tower'}]",WHere are most office buildings located?,industrial complex,downtown area,high tower,1
A,68b3569431a6a9ba85bf0ffa64a5d4a1,"[{'label': 'A', 'text': 'excellent'}, {'label': 'B', 'text': 'beneficial'}, {'label': 'C', 'text': 'competent'}]","She thought she had done bad on the test, but the A+ showed she had done what?",excellent,beneficial,competent,0
A,614e9aafd75b0dff6c13529993a9f377,"[{'label': 'A', 'text': 'wet clothes'}, {'label': 'B', 'text': 'catching fish'}, {'label': 'C', 'text': 'have fun'}]",What could happen if you are going fishing in a river and fall down?,wet clothes,catching fish,have fun,0
C,dbb29be4c1a56bd2e7a1f3f4a073a376,"[{'label': 'A', 'text': 'burp'}, {'label': 'B', 'text': 'eat food'}, {'label': 'C', 'text': 'choke'}]","The portly man was having lunch, he ate so fast he didn't chew small enough pieces and sure enough began to what?",burp,eat food,choke,2
A,46957f4455ac2531f5cb50e5c46e2b72,"[{'label': 'A', 'text': 'in washington'}, {'label': 'B', 'text': 'canada'}, {'label': 'C', 'text': 'colorado'}]","Where in the U.S. might foreigners expect to see a bald eagle, but probably won't?",in washington,canada,colorado,0
A,3a005a1572374f9be92f8c1e9936da8c,"[{'label': 'A', 'text': 'wet ground'}, {'label': 'B', 'text': 'wet clothes'}, {'label': 'C', 'text': 'water garden'}]",Why shouldn't you walk barefooted after the rain?,wet ground,wet clothes,water garden,0
A,fc601a40f52aedcfa8fa7b0a13573054,"[{'label': 'A', 'text': 'garage'}, {'label': 'B', 'text': 'fast lane'}, {'label': 'C', 'text': 'street'}]",Where would a person put an automobile when not using it?,garage,fast lane,street,0
C,c7838311d93b14885c14a3a9c3512ff2,"[{'label': 'A', 'text': 'completing'}, {'label': 'B', 'text': 'passing'}, {'label': 'C', 'text': 'succeeding'}]",If you dont fail at life you are?,completing,passing,succeeding,2
B,ffba515b382cbe47188fc5cb55b771c5,"[{'label': 'A', 'text': 'gilded'}, {'label': 'B', 'text': 'less dense than water'}, {'label': 'C', 'text': 'porous'}]",Why does wood float?,gilded,less dense than water,porous,1
