answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
B,5cf18c0a39921d4cf9063ddd3c8a60e1,"[{'label': 'A', 'text': 'add egg'}, {'label': 'B', 'text': 'bake bread'}, {'label': 'C', 'text': 'smoke salmon'}, {'label': 'D', 'text': 'open can'}, {'label': 'E', 'text': 'brown meat'}]",I want to make something that I put peanut butter and jelly on; what do I cook?,add egg,bake bread,smoke salmon,open can,brown meat,1
E,a89f7f3d4687ef7789097e10f06d7685,"[{'label': 'A', 'text': 'stress'}, {'label': 'B', 'text': 'eagerness'}, {'label': 'C', 'text': 'working'}, {'label': 'D', 'text': 'excitement'}, {'label': 'E', 'text': 'panic'}]",He waited far to long before beginning work. What is his immediate state of mind?,stress,eagerness,working,excitement,panic,4
D,cc9d0e8448100b6f2f0a51a5dd61f79e,"[{'label': 'A', 'text': 'continue learning'}, {'label': 'B', 'text': 'shadow puppet'}, {'label': 'C', 'text': 'cast shadow'}, {'label': 'D', 'text': 'talk to himself'}, {'label': 'E', 'text': 'cross street'}]",A lonely and mentally disturbed person may begin doing what for conversation?,continue learning,shadow puppet,cast shadow,talk to himself,cross street,3
D,f9b57805f4bc1b19bc89609785bb7a9e,"[{'label': 'A', 'text': 'muscles'}, {'label': 'B', 'text': 'sweating'}, {'label': 'C', 'text': 'fitness'}, {'label': 'D', 'text': 'thirst'}, {'label': 'E', 'text': 'need for food'}]",What do you build when you exercise vigorously?,muscles,sweating,fitness,thirst,need for food,3
A,5d7d7cd65157d9f73e218bb461185871,"[{'label': 'A', 'text': 'concert'}, {'label': 'B', 'text': 'meeting'}, {'label': 'C', 'text': 'in class'}, {'label': 'D', 'text': 'mall'}, {'label': 'E', 'text': 'water'}]","Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?",concert,meeting,in class,mall,water,0
C,137e77064944df23b2e8092ce53c0d98,"[{'label': 'A', 'text': 'one mouth'}, {'label': 'B', 'text': 'big heart'}, {'label': 'C', 'text': 'paws'}, {'label': 'D', 'text': 'tail'}, {'label': 'E', 'text': 'two ears'}]",What do you call the feet on a dog?,one mouth,big heart,paws,tail,two ears,2
A,002f11330579aacc7d4e1ff7a957b1a9,"[{'label': 'A', 'text': 'changing behavior'}, {'label': 'B', 'text': 'hurt feelings'}, {'label': 'C', 'text': 'communication'}, {'label': 'D', 'text': 'dry mouth'}, {'label': 'E', 'text': 'communicating with others'}]",Linda wanted to talk to someone because she knew that she was doing bad stuff and that talking was the first step to doing what?,changing behavior,hurt feelings,communication,dry mouth,communicating with others,0
E,18eb6a3b54ccf4989e268cfb9ea90f9c,"[{'label': 'A', 'text': 'understand each other'}, {'label': 'B', 'text': 'meet for lunch'}, {'label': 'C', 'text': 'part company'}, {'label': 'D', 'text': 'call each other'}, {'label': 'E', 'text': 'group together'}]",What would friends do if they need each others' help?,understand each other,meet for lunch,part company,call each other,group together,4
A,4ccd43cdff044bc4c644dadff1ff1e0b,"[{'label': 'A', 'text': 'annoyance'}, {'label': 'B', 'text': 'irritated'}, {'label': 'C', 'text': 'surprise'}, {'label': 'D', 'text': 'might scare'}, {'label': 'E', 'text': 'fight'}]",What would it be if they get a surprising show over and over?,annoyance,irritated,surprise,might scare,fight,0
B,b2b3bc855e9fcb6fd5554a125c59eae7,"[{'label': 'A', 'text': 'museum'}, {'label': 'B', 'text': 'theater'}, {'label': 'C', 'text': 'toy store'}, {'label': 'D', 'text': 'bathtub'}, {'label': 'E', 'text': 'store4'}]",Where could you see someone pretending to be an action figure but not trying to sell action figures?,museum,theater,toy store,bathtub,store4,1
D,8afcb4165f5ea3e5746a7aff9c1f072e,"[{'label': 'A', 'text': 'post office'}, {'label': 'B', 'text': 'front door'}, {'label': 'C', 'text': 'fence'}, {'label': 'D', 'text': 'street corner'}, {'label': 'E', 'text': 'apartment complex'}]",Where is the mailbox between my house and the next block?,post office,front door,fence,street corner,apartment complex,3
B,ab7d4db2ebb2b7048dd32ca08b826f29,"[{'label': 'A', 'text': 'cellar'}, {'label': 'B', 'text': 'basement'}, {'label': 'C', 'text': 'attic'}, {'label': 'D', 'text': 'kitchen'}, {'label': 'E', 'text': 'garage'}]",Where should I not put these boxes if my house is likely to flood?,cellar,basement,attic,kitchen,garage,1
E,a788bce17d49a733593ec4fc7f03c61c,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'apartment complex'}, {'label': 'D', 'text': 'vehicles'}, {'label': 'E', 'text': 'people'}]","The parking area was the site of a huge party, who was there?",amusement park,city,apartment complex,vehicles,people,4
D,971379e8d51ae132c6ca6fa14aecd4d0,"[{'label': 'A', 'text': 'finnmark'}, {'label': 'B', 'text': 'northern'}, {'label': 'C', 'text': 'nome'}, {'label': 'D', 'text': 'tromsø'}, {'label': 'E', 'text': 'vadsø'}]","This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?",finnmark,northern,nome,tromsø,vadsø,3
E,e5febe99cbd3635a14688e0a0c89fae4,"[{'label': 'A', 'text': 'construction site'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'canada'}, {'label': 'D', 'text': 'cemetary'}, {'label': 'E', 'text': 'archeological site'}]",Where is someone likely to participate in an excavation of an Egyptian mummy?,construction site,city,canada,cemetary,archeological site,4
C,89a3971e3786a598da3057043f787083,"[{'label': 'A', 'text': 'battlefield'}, {'label': 'B', 'text': 'hospital'}, {'label': 'C', 'text': 'war'}, {'label': 'D', 'text': 'the healer.'}, {'label': 'E', 'text': 'funeral'}]",Which horseman of the apocalypse is often depicted next to death?,battlefield,hospital,war,the healer.,funeral,2
E,5879e7036646e0602a19bdb7b1abc27a,"[{'label': 'A', 'text': 'embarrassment'}, {'label': 'B', 'text': 'repercussions'}, {'label': 'C', 'text': 'miscommunication'}, {'label': 'D', 'text': 'empowerment'}, {'label': 'E', 'text': 'misunderstanding'}]",What would happen if you are expressing yourself and someone does not agree with you?,embarrassment,repercussions,miscommunication,empowerment,misunderstanding,4
A,f192cfacbaa2f7e0e879f673c8e076a7,"[{'label': 'A', 'text': 'texas'}, {'label': 'B', 'text': 'kansas city'}, {'label': 'C', 'text': 'building'}, {'label': 'D', 'text': 'falling down'}, {'label': 'E', 'text': 'maine'}]",Where are the most famous BBQ steakhouses in america?,texas,kansas city,building,falling down,maine,0
A,c4d2a6826ccfcbbbeaa538a656eb8980,"[{'label': 'A', 'text': 'hospitalized'}, {'label': 'B', 'text': 'railway station'}, {'label': 'C', 'text': 'broken heart'}, {'label': 'D', 'text': 'ridiculous'}, {'label': 'E', 'text': 'annoyance'}]","A person injured themselves, where should they go?",hospitalized,railway station,broken heart,ridiculous,annoyance,0
B,45bf78f9483e86477920d89dc5389383,"[{'label': 'A', 'text': 'college'}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'green house'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'dorm'}]",Where could you find a laundry room that is only used by staff?,college,hotel,green house,house,dorm,1
D,9fd82d9b4afc58cc737ffcb276cafed0,"[{'label': 'A', 'text': 'major city'}, {'label': 'B', 'text': 'building'}, {'label': 'C', 'text': 'beside a river'}, {'label': 'D', 'text': 'downtown area'}, {'label': 'E', 'text': 'manhattan'}]",Where is a nightclub likely to be?,major city,building,beside a river,downtown area,manhattan,3
C,3ca421f7c946fbcd376c177770bc4559,"[{'label': 'A', 'text': 'rush away'}, {'label': 'B', 'text': 'brakes will be in frequent action'}, {'label': 'C', 'text': 'suffer damage'}, {'label': 'D', 'text': 'go fast'}, {'label': 'E', 'text': 'gain speed'}]",What could happen if you are not good at driving a car?,rush away,brakes will be in frequent action,suffer damage,go fast,gain speed,2
A,ada088b7c97de80336ad043757c2db16,"[{'label': 'A', 'text': 'work'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'paper'}, {'label': 'D', 'text': 'habit'}, {'label': 'E', 'text': 'school building'}]",Why would you go to an office?,work,city,paper,habit,school building,0
A,af39da416cc760347c45febd6d986d65,"[{'label': 'A', 'text': 'holster'}, {'label': 'B', 'text': 'police station'}, {'label': 'C', 'text': 'war'}, {'label': 'D', 'text': 'hand'}, {'label': 'E', 'text': 'army bunker'}]",Where is an unused weapon likely to be?,holster,police station,war,hand,army bunker,0
B,1611ffee583b8401815ea3a1e19eff8f,"[{'label': 'A', 'text': 'time off work'}, {'label': 'B', 'text': 'short term'}, {'label': 'C', 'text': 'eternal'}, {'label': 'D', 'text': 'frequent'}, {'label': 'E', 'text': 'unpredictable'}]",What is often true about secular holidays?,time off work,short term,eternal,frequent,unpredictable,1
C,a673e5cdaf7d2bb8f039f1ac8e7771c4,"[{'label': 'A', 'text': 'happy'}, {'label': 'B', 'text': 'tiredness'}, {'label': 'C', 'text': 'pride'}, {'label': 'D', 'text': 'excerise'}, {'label': 'E', 'text': 'sore feet'}]","What should a person feel when doing responsible action with their pet, such as walking a dog?",happy,tiredness,pride,excerise,sore feet,2
C,f037e216191f298d9e4636ceb195eced,"[{'label': 'A', 'text': 'sweater'}, {'label': 'B', 'text': 'clothing factory'}, {'label': 'C', 'text': 'fabric store'}, {'label': 'D', 'text': 'jewelry'}, {'label': 'E', 'text': 'clothing store'}]",Where could you get something that is made out of wool but cannot be worn?,sweater,clothing factory,fabric store,jewelry,clothing store,2
E,fe15c6e0eb878ca53962386731edb00b,"[{'label': 'A', 'text': 'dealing'}, {'label': 'B', 'text': 'count'}, {'label': 'C', 'text': 'to take over the world'}, {'label': 'D', 'text': 'remember'}, {'label': 'E', 'text': 'winning'}]",Why would you want to play cards?,dealing,count,to take over the world,remember,winning,4
D,74504c99b8ef84b388674e7cb73ed209,"[{'label': 'A', 'text': 'city'}, {'label': 'B', 'text': 'church grounds'}, {'label': 'C', 'text': 'every town'}, {'label': 'D', 'text': 'arlington'}, {'label': 'E', 'text': 'on the ocean'}]",Where is there a very large graveyard?,city,church grounds,every town,arlington,on the ocean,3
A,0c2a29ddba4ce9052ba2854bd7d9c000,"[{'label': 'A', 'text': 'measureing distances'}, {'label': 'B', 'text': 'make home'}, {'label': 'C', 'text': 'examining poorch'}, {'label': 'D', 'text': 'make money'}, {'label': 'E', 'text': 'security'}]","Before buying a house, what should I look for concerning my job?",measureing distances,make home,examining poorch,make money,security,0
C,e2dacbd686f73da3b3a658d7166ce700,"[{'label': 'A', 'text': 'self esteem'}, {'label': 'B', 'text': 'delicious food'}, {'label': 'C', 'text': 'acquire wealth'}, {'label': 'D', 'text': 'compliments'}, {'label': 'E', 'text': 'eat dinner'}]","A person wants to be successful, the end goal is to what?",self esteem,delicious food,acquire wealth,compliments,eat dinner,2
A,fd90bc8757be22521a28747018fd8386,"[{'label': 'A', 'text': 'race track'}, {'label': 'B', 'text': 'patina'}, {'label': 'C', 'text': 'indiana'}, {'label': 'D', 'text': 'new jersey'}, {'label': 'E', 'text': 'england'}]","They made their way down the motorway to watch some car drive in circles, where were they going?",race track,patina,indiana,new jersey,england,0
A,fe3ffaeb353a2117fe77a1098cef2d5a,"[{'label': 'A', 'text': 'shelf'}, {'label': 'B', 'text': 'office depot'}, {'label': 'C', 'text': 'road'}, {'label': 'D', 'text': 'cup'}, {'label': 'E', 'text': 'classroom'}]",The pencil  fell to the floor.  John picked it up and put it back where it was.  Where did john put it?,shelf,office depot,road,cup,classroom,0
D,afe4696381a5e4754b899ce08ee16a9b,"[{'label': 'A', 'text': 'tropical rainforest'}, {'label': 'B', 'text': 'zoo'}, {'label': 'C', 'text': 'forest canopy'}, {'label': 'D', 'text': 'nature preserve'}, {'label': 'E', 'text': 'commercial'}]",Where would you find a sloth that is not afraid of being hunted?,tropical rainforest,zoo,forest canopy,nature preserve,commercial,3
D,5abbb0e366a0327dcca1b237457c098f,"[{'label': 'A', 'text': 'gas'}, {'label': 'B', 'text': 'not hungry'}, {'label': 'C', 'text': 'getting fat'}, {'label': 'D', 'text': 'digesting'}, {'label': 'E', 'text': 'weight gain'}]","Janes loved having food, but he couldn't eat as much as he would like because he has trouble doing what?",gas,not hungry,getting fat,digesting,weight gain,3
E,9467f5bd84693e53645b266728a98bf0,"[{'label': 'A', 'text': 'i.d'}, {'label': 'B', 'text': 'electrical circuit'}, {'label': 'C', 'text': 'showing identification card'}, {'label': 'D', 'text': 'proper age'}, {'label': 'E', 'text': 'money'}]",When buying beer what is it you give the cashier and they give you back less of?,i.d,electrical circuit,showing identification card,proper age,money,4
C,b893a6e7a2b172bd71f03c9dbee4f960,"[{'label': 'A', 'text': 'dreaming'}, {'label': 'B', 'text': 'snoring'}, {'label': 'C', 'text': 'relaxation'}, {'label': 'D', 'text': 'dreams'}, {'label': 'E', 'text': 'latency'}]",When going to sleep what happens to your body?,dreaming,snoring,relaxation,dreams,latency,2
D,361933fd4ba39941a7e79aa0f1847a88,"[{'label': 'A', 'text': 'exchange'}, {'label': 'B', 'text': 'hallway'}, {'label': 'C', 'text': 'carpet'}, {'label': 'D', 'text': 'building'}, {'label': 'E', 'text': 'obesity'}]",Sarah was on the 30th floor when the fire started.  That made it difficult for her to escape what?,exchange,hallway,carpet,building,obesity,3
D,863d4244cbdc9daed0e3502e460a5da2,"[{'label': 'A', 'text': 'watch tv'}, {'label': 'B', 'text': 'ride horses'}, {'label': 'C', 'text': 'sing a song'}, {'label': 'D', 'text': 'learn together'}, {'label': 'E', 'text': 'play games'}]","The teach was very enthusiastic, she got all the children involved and they would all what?",watch tv,ride horses,sing a song,learn together,play games,3
B,7800e9bc2511cb1019528ccf43d56d2d,"[{'label': 'A', 'text': 'race track'}, {'label': 'B', 'text': 'painting'}, {'label': 'C', 'text': 'triple crown'}, {'label': 'D', 'text': 'hoof'}, {'label': 'E', 'text': 'kentucky derby'}]",How can an artist commemorate a horse forever.,race track,painting,triple crown,hoof,kentucky derby,1
A,78cd945a7f08bb254115d70659458120,"[{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'nursery'}, {'label': 'C', 'text': 'large pot'}, {'label': 'D', 'text': 'green house'}, {'label': 'E', 'text': 'arboretum'}]","Jenny took her ficus for walks.  Everyone thought that this was silly.  You don't walk a plant, they said. It was big and heavy, too.  Still, every day she took it for a walk.  Where might she have taken it?",park,nursery,large pot,green house,arboretum,0
D,0c13fcf21ddecfe21e8f1b6156d9755f,"[{'label': 'A', 'text': 'carpet'}, {'label': 'B', 'text': 'jello'}, {'label': 'C', 'text': 'refrigerator'}, {'label': 'D', 'text': 'cellar'}, {'label': 'E', 'text': 'fridge'}]",John wanted to clean the mold out of his house.  Where might he check for mold?,carpet,jello,refrigerator,cellar,fridge,3
C,7e61dc4371e034fd472829c4a3e4a984,"[{'label': 'A', 'text': 'motion'}, {'label': 'B', 'text': 'body'}, {'label': 'C', 'text': 'faces'}, {'label': 'D', 'text': 'human face'}, {'label': 'E', 'text': 'knee'}]",Lips are found on a person's what?,motion,body,faces,human face,knee,2
D,2c248ffb5458cedf6881671bb96e8882,"[{'label': 'A', 'text': 'lawn mower'}, {'label': 'B', 'text': 'tape dispenser'}, {'label': 'C', 'text': 'knife'}, {'label': 'D', 'text': 'scissors'}, {'label': 'E', 'text': 'helicopter'}]",What type of common desk object can be used as a blade?,lawn mower,tape dispenser,knife,scissors,helicopter,3
E,cbba576b4b99ffedede40d316e0f7ff7,"[{'label': 'A', 'text': 'closing deal'}, {'label': 'B', 'text': 'bookstore'}, {'label': 'C', 'text': 'shop'}, {'label': 'D', 'text': 'restaurant'}, {'label': 'E', 'text': 'toy store'}]","The salesperson had to be especially good with children, he did work where after all?",closing deal,bookstore,shop,restaurant,toy store,4
D,fd5ecbfe7061f2e1f55c4d70a0541684,"[{'label': 'A', 'text': 'human body'}, {'label': 'B', 'text': 'book'}, {'label': 'C', 'text': 'back'}, {'label': 'D', 'text': 'skeleton'}, {'label': 'E', 'text': 'ribcage'}]",What is the spine a part of in the human body?,human body,book,back,skeleton,ribcage,3
B,6386bcf080633bc3eeb3317a5435b7b7,"[{'label': 'A', 'text': 'sick'}, {'label': 'B', 'text': 'attack'}, {'label': 'C', 'text': 'mammals'}, {'label': 'D', 'text': 'males'}, {'label': 'E', 'text': 'bite'}]",The gimmicky low brow TV show was about animals when they what?,sick,attack,mammals,males,bite,1
B,19dfdc3d8d2bc87bf9669e180a843a29,"[{'label': 'A', 'text': 'metaphor'}, {'label': 'B', 'text': 'contrast'}, {'label': 'C', 'text': 'discriminate'}, {'label': 'D', 'text': 'discern'}, {'label': 'E', 'text': 'distinguish'}]",What is the opposite of something being liken to something else?,metaphor,contrast,discriminate,discern,distinguish,1
A,11b1d8efc97512cb2f3e854c6ae5514c,"[{'label': 'A', 'text': 'feel sorry'}, {'label': 'B', 'text': 'trust god'}, {'label': 'C', 'text': 'ride a bike'}, {'label': 'D', 'text': 'lend money'}, {'label': 'E', 'text': 'cross street'}]","If a person does something to hurt someone else, they might do what?",feel sorry,trust god,ride a bike,lend money,cross street,0
D,03e7b7afb7e89facc814c31b1ce9bf46,"[{'label': 'A', 'text': 'control people'}, {'label': 'B', 'text': 'made a mistake'}, {'label': 'C', 'text': 'get things'}, {'label': 'D', 'text': 'buy food'}, {'label': 'E', 'text': 'pay bills'}]",Sally went to a store and spent money.  Most of her purchases were fresh but some were frozen.  What did she do?,control people,made a mistake,get things,buy food,pay bills,3
B,0364531663dd7c20c42c3877314f84b9,"[{'label': 'A', 'text': 'skin irritation'}, {'label': 'B', 'text': 'dry skin'}, {'label': 'C', 'text': 'health'}, {'label': 'D', 'text': 'become wet'}, {'label': 'E', 'text': 'medium'}]","She had a bad habit of washing hands over one thousand times a day, what did she experience as a result?",skin irritation,dry skin,health,become wet,medium,1
A,4858669d0193e5d9384dc37d4bb5c00c,"[{'label': 'A', 'text': 'casino'}, {'label': 'B', 'text': 'family room'}, {'label': 'C', 'text': 'ballpark'}, {'label': 'D', 'text': 'football ground'}, {'label': 'E', 'text': 'toy store'}]",Where do play a game for money?,casino,family room,ballpark,football ground,toy store,0
D,2095b7c05988c0b3d8c30b9abbb2d7f5,"[{'label': 'A', 'text': 'bathroom'}, {'label': 'B', 'text': 'industrial area'}, {'label': 'C', 'text': 'laboratory'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'museum'}]","I have a machine for making bread, I keep it in my what?",bathroom,industrial area,laboratory,house,museum,3
D,9b54283999001e13a8a43d3e2a1c392b,"[{'label': 'A', 'text': 'buying'}, {'label': 'B', 'text': 'overpriced'}, {'label': 'C', 'text': 'way to much'}, {'label': 'D', 'text': 'expensive'}, {'label': 'E', 'text': 'purchase'}]",The game was on sale.  I got it then because it was usually what?,buying,overpriced,way to much,expensive,purchase,3
C,7c19f766d8287a4dcd128520328154da,"[{'label': 'A', 'text': 'commit crime'}, {'label': 'B', 'text': 'get in trouble'}, {'label': 'C', 'text': 'feel anger'}, {'label': 'D', 'text': 'getting hurt'}, {'label': 'E', 'text': 'die'}]",After the killing of another young member of the community people began to really what?,commit crime,get in trouble,feel anger,getting hurt,die,2
C,4bc72d949e21d26a16ecc7c87fddcefd,"[{'label': 'A', 'text': 'clean room'}, {'label': 'B', 'text': 'become adult'}, {'label': 'C', 'text': 'read book'}, {'label': 'D', 'text': 'ask questions'}, {'label': 'E', 'text': 'brood'}]",What can a child do to quietly pass the time?,clean room,become adult,read book,ask questions,brood,2
C,17b36934c3d1a6de3f9298b7113ea01f,"[{'label': 'A', 'text': 'lift up'}, {'label': 'B', 'text': 'more mistake'}, {'label': 'C', 'text': 'catch'}, {'label': 'D', 'text': 'picking up'}, {'label': 'E', 'text': 'pick up'}]","The receiver had another drop, on the sideline his coach begged him to just make one what?",lift up,more mistake,catch,picking up,pick up,2
A,84ea01cf91e17c539c39496a9f4aa8bf,"[{'label': 'A', 'text': 'talk with people'}, {'label': 'B', 'text': 'write in code'}, {'label': 'C', 'text': 'listen'}, {'label': 'D', 'text': 'talk to people'}, {'label': 'E', 'text': 'send email'}]","The therapist told him he had to communicate his problems, he said to just be willing to do what?",talk with people,write in code,listen,talk to people,send email,0
D,948e418bfd3bbe18fe74f27b9a1f5aee,"[{'label': 'A', 'text': 'fairgrounds'}, {'label': 'B', 'text': 'filled with air'}, {'label': 'C', 'text': 'disneyland'}, {'label': 'D', 'text': 'sky'}, {'label': 'E', 'text': 'field'}]","The curious child had many balloons, he released one to see what would happen and watch as in floated into the what?",fairgrounds,filled with air,disneyland,sky,field,3
A,b78d398f50af2393fa46fdc5c8004836,"[{'label': 'A', 'text': 'death'}, {'label': 'B', 'text': 'become drunk'}, {'label': 'C', 'text': 'frequent urination'}, {'label': 'D', 'text': 'hangover'}, {'label': 'E', 'text': 'getting drunk'}]",What is an uncommon side effect of drinking alcohol?,death,become drunk,frequent urination,hangover,getting drunk,0
A,9dffd2021771e0ecddb19031acf3701b,"[{'label': 'A', 'text': 'synagogue'}, {'label': 'B', 'text': 'bus stop'}, {'label': 'C', 'text': 'fairy tale'}, {'label': 'D', 'text': 'street corner'}, {'label': 'E', 'text': 'tunnel'}]",Where could a person avoid the rain?,synagogue,bus stop,fairy tale,street corner,tunnel,0
A,e25e6755bea581cc29cfb04cd5500cd6,"[{'label': 'A', 'text': 'begin to talk'}, {'label': 'B', 'text': 'boy or girl'}, {'label': 'C', 'text': 'talk rubbish'}, {'label': 'D', 'text': 'talk nonsense'}, {'label': 'E', 'text': 'learn to speak'}]","The baby heard his mom talk for months, what did he do as a result?",begin to talk,boy or girl,talk rubbish,talk nonsense,learn to speak,0
A,edaae8944bfc1a971d9353a73126f9d5,"[{'label': 'A', 'text': 'exaggerate'}, {'label': 'B', 'text': 'smile'}, {'label': 'C', 'text': 'cover up'}, {'label': 'D', 'text': 'charming'}, {'label': 'E', 'text': 'incompetent'}]",What does a real estate agent typically do when describing homes?,exaggerate,smile,cover up,charming,incompetent,0
B,42e18930f7013dc41a3c6d6bc17be9ac,"[{'label': 'A', 'text': 'body'}, {'label': 'B', 'text': 'motion'}, {'label': 'C', 'text': 'faces'}, {'label': 'D', 'text': 'teeth'}, {'label': 'E', 'text': 'human face'}]",John saw a pair of disembodied lips floating towards him.  He was hypnotized by their what?,body,motion,faces,teeth,human face,1
C,a9894d7ac4abd46ac10aa85dcbac91f9,"[{'label': 'A', 'text': 'self esteem'}, {'label': 'B', 'text': 'compliments'}, {'label': 'C', 'text': 'delicious food'}, {'label': 'D', 'text': 'fulfillment'}, {'label': 'E', 'text': 'easy life'}]",What does a person want to get at a restaurant?,self esteem,compliments,delicious food,fulfillment,easy life,2
E,1d5457130d3590aff86f90187a5d714b,"[{'label': 'A', 'text': 'bar'}, {'label': 'B', 'text': 'pantry'}, {'label': 'C', 'text': 'supermarket'}, {'label': 'D', 'text': 'casino'}, {'label': 'E', 'text': 'motherboard'}]",The part of a computer that holds the memory and processing chips is called what?,bar,pantry,supermarket,casino,motherboard,4
A,dbbf2f3b81f95027fa05b70d427e9e1b,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'closet'}, {'label': 'C', 'text': 'hallway'}, {'label': 'D', 'text': 'hot room'}, {'label': 'E', 'text': 'home'}]","The electric fan had gotten too loud and was bothering others, though they allowed many personal things on desks he was required to turn it off where?",office,closet,hallway,hot room,home,0
D,a0d3f987d666a9ac71e41de4bef84ebf,"[{'label': 'A', 'text': 'stupid'}, {'label': 'B', 'text': 'pain'}, {'label': 'C', 'text': 'delight'}, {'label': 'D', 'text': 'entertainment'}, {'label': 'E', 'text': 'fun'}]",Why do people go to see others playing baseball?,stupid,pain,delight,entertainment,fun,3
A,57c85e4c7ea2501ef9d8f304b524e2e4,"[{'label': 'A', 'text': 'desk drawer'}, {'label': 'B', 'text': 'bank'}, {'label': 'C', 'text': 'cash register'}, {'label': 'D', 'text': 'pay envelope'}, {'label': 'E', 'text': 'fish tank'}]","Dad wanted to hide the check in his office, where did he put it?",desk drawer,bank,cash register,pay envelope,fish tank,0
C,bb27a6dd663e0d997a5af35c89858c28,"[{'label': 'A', 'text': 'bad'}, {'label': 'B', 'text': 'insubstantial'}, {'label': 'C', 'text': 'lame'}, {'label': 'D', 'text': 'inconsequential'}, {'label': 'E', 'text': 'dwarf'}]","John went to see the massive ball of yarn that was supposedly the largest in the world, but he didn't enjoy it.  In hindsight, he found it to be what?",bad,insubstantial,lame,inconsequential,dwarf,2
B,7016b363b1264cf965dca763f89cd0d3,"[{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'warm up'}, {'label': 'C', 'text': 'harm'}, {'label': 'D', 'text': 'warm hands'}, {'label': 'E', 'text': 'murder'}]",John had a gun but he set it aside.  It wasn't helpful.  He needed to build a fire.  Why did he need a fire?,park,warm up,harm,warm hands,murder,1
B,1f9b99806d1009caa551caa66b5f4178,"[{'label': 'A', 'text': 'have bad'}, {'label': 'B', 'text': 'get comfortable'}, {'label': 'C', 'text': 'go to bed'}, {'label': 'D', 'text': 'pills'}, {'label': 'E', 'text': 'get in bed'}]",A person is trying to sleep but cannot.  He tosses and he turns without rest.  What might he need to do in order to sleep?,have bad,get comfortable,go to bed,pills,get in bed,1
C,869d8da5de0ce4fbe84d80b992f1869a,"[{'label': 'A', 'text': 'tree'}, {'label': 'B', 'text': 'ohio'}, {'label': 'C', 'text': 'bus stop'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'street corner'}]",What are you usually at when you sit on a bench on a curb?,tree,ohio,bus stop,city,street corner,2
A,726a27307820da00ee9adbd02cc2e74e,"[{'label': 'A', 'text': 'applaud'}, {'label': 'B', 'text': 'learning'}, {'label': 'C', 'text': 'taking notes'}, {'label': 'D', 'text': 'fall asleep'}, {'label': 'E', 'text': 'laughed'}]","He found it odd that while attending lecture the professor got preachy, and even weirder when his fellow students started to what?",applaud,learning,taking notes,fall asleep,laughed,0
E,743b3da782e8e40c004cb2a28d77ac82,"[{'label': 'A', 'text': 'executed'}, {'label': 'B', 'text': 'mistrust'}, {'label': 'C', 'text': 'make mistakes'}, {'label': 'D', 'text': 'desert'}, {'label': 'E', 'text': 'isolation'}]","The person was there to study the apes, she would have to live out the in what for months?",executed,mistrust,make mistakes,desert,isolation,4
C,9f81bd6ec6c2a369d026b9e0d40de7aa,"[{'label': 'A', 'text': 'sleep'}, {'label': 'B', 'text': 'study hard'}, {'label': 'C', 'text': 'homework'}, {'label': 'D', 'text': 'smart'}, {'label': 'E', 'text': 'graduate school'}]",In order to pass a class you will need to finish all of what which are assignments to complete away from school?,sleep,study hard,homework,smart,graduate school,2
D,2435de612dd69f2012b9e40d6af4ce38,"[{'label': 'A', 'text': 'countryside'}, {'label': 'B', 'text': 'estate'}, {'label': 'C', 'text': 'farming areas'}, {'label': 'D', 'text': 'midwest'}, {'label': 'E', 'text': 'illinois'}]",James was looking for a good place to buy farmland.  Where might he look?,countryside,estate,farming areas,midwest,illinois,3
A,c640116ca6905d5256edadb616b3f76e,"[{'label': 'A', 'text': 'inferior'}, {'label': 'B', 'text': 'ignoble'}, {'label': 'C', 'text': 'plebeian'}, {'label': 'D', 'text': 'loser'}, {'label': 'E', 'text': 'peasant'}]",Noble citizen of the Roman empire believed those born with lower status were what to them?,inferior,ignoble,plebeian,loser,peasant,0
C,24b5a470ef69972d4ee7edd33054c12f,"[{'label': 'A', 'text': 'rare'}, {'label': 'B', 'text': 'unique'}, {'label': 'C', 'text': 'special'}, {'label': 'D', 'text': 'offended'}, {'label': 'E', 'text': 'personal'}]",What is someone likely to feel after receiving a gift that is not common?,rare,unique,special,offended,personal,2
